ladin	italian	english	resource
La Neva UAL la envia duta la comunanza a tor pèrt al secont Consei General, che se dejoujarà chesta sera da les 9, te la modalità videoconferenza.	La Nuova UAL invita tutta la comunità ad assistere al secondo Consei General, che si terrà questa sera alle 21, in modalità videoconferenza.	The New UAL invites the whole community to attend the second Consei General, which will be held tonight at 9 pm, in videoconference mode.	nevaual1
Tel ciamp de sia competenzes, desche ent de autonomìa locala, l Comun de Moena laora per l'atuazion di prinzipies fondamentai de la Costituzion de la Republica e de la Carta Europea de la Autonomies Locales, l porta inant la cultura de la pèsc e di deric de l'om; l'endreza sia azion dò l prinzipie de la solidarietà, del respet de la Carta de l' O.N.U., de la Declarazion Universala di Deric de l'Om, del Pat Internazional sui Deric Zivii e Politics, del Pat Internazional sui Deric Economics, Soziai e Culturai e de la Convenzion Internazionala sui Deric di Infanc.	Nell'ambito delle sue competenze, quale soggetto di autonomia locale, il Comune di Moena opera per l'attuazione dei princìpi fondamentali della Costituzione Repubblicana e della Carta Europea delle Autonomie Locali, promuove la cultura della pace e dei diritti umani; ispira la propria azione al principio di solidarietà, al rispetto della Carta delle Nazioni Unite, alla Dichiarazione Universale dei Diritti dell'Uomo, al Patto Internazionale sui Diritti Civili e Politici, al Patto Internazionale sui Diritti Economici, Sociali e Culturali ed alla Convenzione Internazionale sui Diritti dell'Infanzia.	Within the scope of its competences, as a subject of local autonomy, the Municipality of Moena works for the implementation of the fundamental principles of the Republican Constitution and of the European Charter of Local Authorities, it promotes the culture of peace and human rights; it inspires its actions to the principle of solidarity, to the respect of the United Nations Charter, to the Universal Declaration of Human Rights, to the International Covenant on Civil and Political Rights, to the International Covenant on Economic, Social and Cultural Rights and to the International Convention on the Rights of the Child.	moena
Se jèga che la fondazion de la Pieives, zenter de l'organisazion religiousa e zivila de la comunitèdes alpines, sie entravegnuda al temp di Carolinges.	All'epoca carolingia viene fatta risalire la fondazione delle Pievi, fulcro dell'organizzazione ecclesiastica e civile delle comunità locali.	The foundation of the parish churches, fulcrum of the ecclesiastical and civil organisation of the local communities, dates back to the Carolingian period.	moena
Olà éles pa la gialines?	Dove sono le galline?	Where are the hens?	montipallidi
Funzion normativa.	Funzione normativa.	Normative function.	moena
Te chela ocajion ence a Moena, desche a Pardac, l'é sozedù fac de protesta che dò se à tramudà te la levèda popolèra con a cef Andreas Hofer.	In quell'occasione anche a Moena, come nella vicina Predazzo, si verificarono episodi di protesta che sfociarono successivamente nella sollevazione popolare capeggiata da Andreas Hofer.	On that occasion, also in Moena, as in nearby Predazzo, there were episodes of protest that later led to the popular uprising headed by Andreas Hofer.	moena
Amò del 1304 i rapresentanc de Moena, al moment de sotescriver na convenzion co la Comunità de Fascia, fèsc per sé enstesc.	Ancora nel 1304 i rappresentanti moenesi, sottoscrivendo una convenzione con la Comunità di Fassa, agiscono autonomamente.	Still in 1304, the Moenese representatives, by signing a convention with the Community of Fassa, acted independently.	moena
La seduzion del lengaz ladin se à empadronì de mia  creatività jà dal poem coral "Larjines" del 2002.	La fascinazione della lingua ladina si è impossessata della mia  creatività sin dal poema corale "Larjines", del 2002.	The enchantment of the Ladin language has taken hold of my creativity since the time of "Larjines", the choral poem written  in 2002.	amervolesse
E gé son Martina.	E io sono Martina.	And I'm Martina.	montipallidi
Mìngol de istoria 	Cenni storici 	Historical background 	fascia
L Comun general arsegura aboncont l respet del prinzip del dover de valivament de sie bilanz e di obietives e di vincoi definii dal pat de stabilità co la Provinzia.	Il Comun general assicura comunque il rispetto del principio dell'obbligo del pareggio del proprio bilancio e degli obiettivi e dei vincoli definiti nell'ambito del patto di stabilità interno con la Provincia.	However, the Communal General ensures compliance with the principle of the obligation to balance its budget and with the objectives and constraints defined within the framework of the internal stability pact with the Province.	fascia
Te la comiscions l vegn garantì la presenza de la mendranza del Consei.	Nelle commissioni è garantita la presenza della minoranza consiliare.	The presence of the council minority is guaranteed in the committees.	moena
L Comun general laora per meter en esser prozesc e comportamenc che abie desche fin l mior ejercizie de sia competenzes.	Il Comun general opera avendo cura di porre in essere processi e comportamenti finalizzati al miglior esercizio delle proprie competenze.	The Communal General operates by taking care to put in place processes and behaviours aimed at the best exercise of its competences.	fascia
La jent che fèsc pèrt del grop ladin la pel durèr sie lengaz te la comunicazions a ousc e scrites coi ofizies del Comun general.	I cittadini appartenenti alla popolazione ladina hanno la facoltà di usare la lingua ladina nelle comunicazioni verbali e scritte con gli uffici del Comun general.	Citizens belonging to the Ladin population are entitled to use the Ladin language in verbal and written communication with the offices of the Comun general.	fascia
Te ocajions particolères olache l vegnissa domanà, a rapresentèr ofizialmenter l Comun, l'ombolt se met de sbiech su la spala dreta la fascia dai trei colores col blason de la Republica.	In particolari occasioni che lo richiedano, il sindaco, in rappresentanza ufficiale del Comune, porta a tracolla della spalla destra la fascia tricolore con lo stemma della Repubblica.	On special occasions that require it, the mayor, officially representing the municipality, wears the tricolour sash with the coat of arms of the Republic over his right shoulder.	moena
L porta inant la defendura de la vita de l'om, de la persona e de la familia, la valorisazion soziala de la funzion de la maternità e de la paternità, co l'arsegurèr didament ai genitores te l'empegn de rencurèr e educhèr i fies, ence tres servijes soziai e educatives.	Promuove la tutela della vita umana, della persona e della famiglia, la valorizzazione sociale della maternità e della paternità, assicurando sostegno alla corresponsabilità dei genitori nell'impegno di curare e di educare i figli, anche tramite i servizi sociali ed educativi.	It promotes the protection of human life, the person and the family, the social enhancement of motherhood and fatherhood, ensuring support for the co-responsibility of parents in the commitment to care for and educate their children, including through social and educational services.	moena
Sia fazion, limitèda per forza tel temp, no pel jir sorafora i térmegn del debesegn.	La loro efficacia, necessariamente limitata nel tempo, non può superare il periodo in cui perdura la necessità. 	Their effectiveness, necessarily limited in time, cannot exceed the period during which the need persists. 	moena
Provinzia de Trent.	Provincia di Trento.	Province of Trento.	moena
L sotescrif i ac e i provedimenc che à relevanza foravìa e che no é resservé a la competenza di sorastanc, tel cajo che l fossa pervedù, aldò de la normes e di contrac coletives.	Firma gli atti ed i provvedimenti con rilevanza esterna che non siano riservati alla competenza dei dirigenti, ove fossero previsti, nel rispetto delle norme e dei contratti collettivi.	It signs the acts and measures with external relevance that are not reserved to the competence of managers, where they are provided for, in compliance with the rules and collective agreements.	moena
I ofizies, i servijes e la aziendes de Comun é organisé aldò di prinzipies de la funzionalità, economizità del manejament, flessiblità e trasparenza, a na vida da didèr dò l'azess di zitadins e di utenc co l'arsegurèr l'emparzialità e n bon ejit.	Gli uffici, i servizi e le aziende comunali sono organizzati secondo criteri di funzionalità, economicità di gestione, flessibilità e trasparenza, in maniera da agevolarne l'accessibilità da parte dei cittadini e degli utenti e di assicurarne il buon andamento e l'imparzialità. 	Municipal offices, services and companies are organised according to criteria of functionality, economy of management, flexibility and transparency, so as to facilitate accessibility by citizens and users and to ensure good performance and impartiality. 	moena
L secretèr de Comun pel dèr fora, tel ciamp de sia funzions, zircolères e diretives te l'aplicazion de despojizions de lege.	Il segretario comunale può emanare, nell'ambito delle proprie funzioni, circolari e direttive applicative di disposizioni di legge. 	The municipal secretary may, within the scope of his duties, issue circulars and directives implementing legal provisions. 	moena
Per la modalitèdes, l vegn remetù a l'art. 15, coma 5 bis) de la L.R. 1/93, coi mudamenc de la L.R. 3/94.	Per i termini si rinvia all'art. 15, comma 5 bis) della L.R. 1/93, come modificata dalla L.R. 3/94.	For deadlines, please refer to Article 15(5a) of Regional Law 1/93, as amended by Regional Law 3/94.	moena
Cognon troèr na soluzion e encolorir dut!	Dobbiamo rimediare e colorare tutto!	We have to sort it out and colour everything!	montipallidi
L trata la funzions che ge vegn dat sù da la leges desche ofizial del Goern e l soravèrda i servijes de competenza del Stat atribuì al Comun.	Svolge le funzioni attribuitegli dalla legge quale ufficiale del Governo e sovrintende ai servizi di competenza dello Stato attribuiti al Comune.	He performs the functions assigned to him by law as a government official and supervises the services of the State assigned to the municipality.	moena
Valorisazion del lengaz ladin.	Valorizzazione della lingua ladina.	Valorisation of the Ladin language.	moena
La materies soradates al Consei dal Statut.	Le materie ad esso demandate dallo Statuto.	The matters delegated to it by the Statute.	moena
Passa te la scheda dò: bosch.	Passa alla prossima scheda: bosco.	Move on to the next sheet: Woods.	montipallidi
L dèsc fora zertificac de notorietà publica.	Rilascia attestati di notorietà pubblica.	It issues certificates of public notoriety.	moena
Controlèr i ìndesc de produzion di ofizies e di servijes.	Rilevare gli indici di produttività degli uffici e dei servizi.	Survey productivity indices of offices and services.	moena
Tel cajo che vegnissa metù sù, aldò de l'art. 45 de la L.R. dai 4 de jené 1993, nr 1, aziendes speziales o istituzions per l manejament de cerc servijes, l president e l consei de aministrazion vegn nominé dò proponeta de la Jonta dal Consei de Comun, aldò de la normes generales per l funzionament del Consei. Chest ultim cognerà chierir la persones, ence fora dal Consei, che fossa en possess de la esperienzes documentèdes e de la capazitèdes tecniches, aministratives e de manejament.	Quando siano istituite, secondo l'art. 45 della L.R. 4 gennaio 1993, n. 1, aziende speciali o istituzioni per la gestione di determinati servizi, il presidente ed il consiglio di amministrazione sono nominati sulla base degli indirizzi stabiliti dal Consiglio, dal Sindaco che dovrà scegliere persone, anche estranee al consiglio, che siano in possesso di documentate esperienze e capacità tecniche, amministrative e gestionali. 	When, pursuant to Article 45 of Regional Law No. 1 of 4 January 1993, special companies or institutions are established to manage certain services, the president and the board of directors are appointed, on the basis of the guidelines established by the Council, by the mayor, who must choose persons, including persons from outside the council, who have documented experience and technical, administrative and management skills. 	moena
Enscin dal scomenz donca l'om e l teritorie, con sia particolaritèdes, i ge dèsc foja a na comunanza che tegn adum.	Fin dalle origini dunque l'uomo e il territorio, con le loro peculiarità, plasmano una società comunitaria e solidale.	From the very beginning, therefore, man and territory, with their peculiarities, have shaped a community and solidarity-based society.	fascia
b)  l fèsc i doveres fac fora te la cordanzes co la Provinzia pervedui da l'artìcol 8 de la lege provinzièla dai 16 de jugn 2006, n. 3 (Normes en materia de govern de l'autonomia del Trentin), e la funzions che ge vegn passà da la Provinzia, dò chel che l'é desponù da la lege provinzièla, lascian a valer la funzions de autorità linguistica dates sù a l'Istitut cultural ladin aldò de l'artìcol 01 del decret legislatif dai 16 de dezember 1993, n. 592 (Normes de atuazion del Statut spezial de la region Trentin Südtirol en cont de despojizions de defendura de la popolazions ladina, mochena e cimbra de la provinzia de Trent).	b)  esercita i compiti definiti nell'ambito degli accordi con la Provincia previsti dall'articolo 8 della legge provinciale 16 giugno 2006, n. 3 (Norme in materia di governo dell'autonomia del Trentino), nonché le funzioni ad esso specificatamente trasferite dalla Provincia secondo quanto disposto dalla legge provinciale, ferme restando le funzioni di autorità linguistica attribuite all'Istituto culturale ladino ai sensi dell'articolo 01 del decreto legislativo 16 dicembre 1993, n. 592 (Norme di attuazione dello Statuto speciale della regione Trentino - Alto Adige concernenti disposizioni di tutela delle popolazioni ladina, mochena e cimbra della provincia di Trento).	b) perform the tasks defined within the framework of the agreements with the Province provided for by Article 8 of Provincial Law no. 3 of 16 June 2006 (Rules governing the autonomy of Trentino), as well as the functions specifically transferred to it by the Province in accordance with the provisions of the provincial law, without prejudice to the functions of linguistic authority assigned to the Ladin Cultural Institute in accordance with Article 01 of Legislative Decree no. 592 (Norme di attuazione dello Statuto speciale della regione Trentino - Alto Adige concern disposizioni di tutela delle popolazioni ladina, mochena e cimbra della provincia di Trento).	fascia
L salmerin.	Il salmerino.	Char.	montipallidi
Ai 16 de firé.	Il 16 febbraio.	February 16.	volf1
L Comun general de Fascia vegn metù endò sù per volontà de la comunanza che stèsc tel teritorie de la Val de Fascia che l'é n teritorie che no se spartesc e per voler di comuns de Ciampedel, Cianacei, Mazin, Moena, Poza, Soraga e Vich.	Il Comun general de Fascia è ricostituito per volontà della comunità insediata nel territorio non divisibile della Val di Fassa e per decisione dei comuni di Campitello di Fassa - Ciampedel, Canazei - Cianacei, Mazzin - Mazin, Moena, Pozza di Fassa - Poza, Soraga e Vigo di Fassa - Vich.	The Comun general de Fascia is reconstituted by the will of the community settled in the non-divisible territory of the Val di Fassa and by decision of the municipalities of Campitello di Fassa - Ciampedel, Canazei - Cianacei, Mazzin - Mazin, Moena, Pozza di Fassa - Poza, Soraga and Vigo di Fassa - Vich.	fascia
Zacan se veit l bosch!	Ecco il bosco!	Here are the woods!	montipallidi
L'à slongià fora na man e l se à tout fora de tascia n "frut-de-la-tera", e l se l'à metù te  bocia ensema a n pìcol toch de cèrn secia.	Allungò una mano e aff errò un "frutto della terra", che mise in bocca assieme ad una  strisciolina di carne secca.	He stretched out a hand and sliced a 'fruit of the earth', which he placed in his mouth together with a strip of dried meat.	amervolesse
L'idea de la campagna la é stata lurèda fora a peèr via dal logo e dai materièi enjigné ca dal Departiment per l tramudament al digitèl de la Presidenza del Consei di Ministres co la adatèr aldò de la informazions che revèrda la Provinzia autonoma de Trent.	La creatività della campagna è stata sviluppata a partire dal logo e dai materiali elaborati dal Dipartimento per la trasformazione digitale della Presidenza del Consiglio dei Ministri personalizzandola con le informazioni relative alla Provincia autonoma di Trento.	The creativity of the campaign was developed starting from the logo and materials elaborated by the Department for Digital Transformation of the Presidency of the Council of Ministers, customising it with the information related to the Autonomous Province of Trento.	comunicato1032
Composizion e funzionament del Consei de procura	Composizione e funzionamento del Consei de procura	Composition and functioning of the Consei de Procura	fascia
L projet più ambizious à tacà man del 1994. L'era l projet interladin Spell (Servisc de planificazion y elaborazion dl lengaz ladin), sostegnù al datempruma da la Union Generèla di Ladins dla Dolomites e da l'Istitut Culturèl Ladin de Fascia a chi che del 1996 se à jontà apede l'Istitut CulturèlLadin "Micurà de Rü" de Gherdena e Badia e l'Istitut Pedagogich Ladin de Busan.	Il progetto più ambizioso ha avuto inizio nel 1994 con l'ideazione del progetto interladino SPELL (Servisc de planificazion y elaborazion dl lengaz ladin), sostenuto inizialmente dall'Union Generèla di Ladins dla Dolomites e dall'Istituto Culturale Ladino di Fassa ai quali nel 1996 si sono aggregati l'Istituto Culturale Ladino "Micurà de Rü" di Gardena e Badia e l'Istituto Pedagogico Ladino di Bolzano.	The most ambitious project began in 1994 with the conception of the inter-Ladin project SPELL (Servisc de planificazion y elaborazion dl lengaz ladin), initially supported by the Union Generèla di Ladins dla Dolomites and the Ladin Cultural Institute of Fassa, which were joined in 1996 by the Ladin Cultural Institute 'Micurà de Rü' of Gardena and Badia and the Ladin Pedagogical Institute of Bolzano.	intervento1
La ores de scola vegn fates da n grop de dozenc che laora sot al coordenament de l'Istitut Culturèl Ladin.	Le lezioni sono tenute da un gruppo di docenti che operano sotto il coordinamento dell'Istituto Culturale Ladino.	Lessons are taught by a group of teachers working under the coordination of the Ladin Cultural Institute.	intervento1
Te la litazions palesèdes, l numer vegn ca dai conseieres presenc te sala al moment de la litazion.	Nelle votazioni palesi, tale numero è dato dai consiglieri presenti in aula al momento della votazione.	In open votes, this number is given by the councillors present in the room at the time of the vote.	moena
L tol pèrt dessema la organisazions internazionales di Enc locai e tres i raporc de jomelinaje con de etres Comuns e regions del mond, a la promozion de la politiches de pèsc e de cooperazion per l svelup economich, sozial, cultural e democratich.	Concorre nell'ambito delle organizzazioni internazionali degli Enti locali e attraverso i rapporti di gemellaggio con altri Comuni e regioni del mondo, alla promozione delle politiche di pace e di cooperazione per lo sviluppo economico, sociale, culturale e democratico.	It contributes within the international organisations of local authorities and through twinning relations with other municipalities and regions of the world, to the promotion of peace and cooperation policies for economic, social, cultural and democratic development.	moena
Us-ter dormìa amò, cucià jù tel bivach fat sù a la bona la sera dant.	Us-ter dormiva ancora, accoccolato presso il bivacco costruito in tutta fretta la sera precedente.	Us-ter was still asleep, huddled at the bivouac hastily built the night before.	amervolesse
I obietives metui dan se à concretisà te la informazion sistematica de l'arpejon lessical ladin e te la publicazion de la Gramatia dl Ladin Standard (2001) e del Dizionar dl Ladin Standard (2002).	Le finalità prefissate si sono concretizzate nell'informatizzazione sistematica del patrimonio lessicale ladino e nella pubblicazione della Gramatica dl Ladin Standard (2001) e del Dizionar dl Ladin Standard (2002).	The set goals were realised in the systematic computerisation of the Ladin lexical heritage and the publication of the Gramatica dl Ladin Standard (2001) and the Dizionar dl Ladin Standard (2002).	intervento1
L Fascicol sanitèr eletronich, l é l strument che l Servije sanitèr nazionèl l é do a potenzièr coi fondi del PNRR, e loite l é i documenc clinics di zitadins. Chest l ge consent al personal sanitèr de i poder vardèr fora per curèr miec, ence te situazions de emerjenza, i pazienc.	Il Fascicolo sanitario elettronico, lo strumento che il Servizio sanitario nazionale sta potenziando con i fondi del PNRR, contiene i documenti clinici dei cittadini e consente al personale sanitario di consultarli per curare al meglio, anche in situazioni d'emergenza, gli assistiti.	The Electronic Health File, the tool that the National Health Service is enhancing with PNRR funds, contains citizens' clinical documents and allows health personnel to consult them in order to better treat patients, even in emergency situations.	comunicato1032
L'ombolt nominea i componenc de la Jonta, anter chisc l vizeombolt, e l met en consaputa l Consei te la pruma sentèda dò da la litazions dessema co la proponeta de la direzions generales del goern.	Il sindaco nomina i componenti della giunta, tra cui il vicesindaco e ne dà comunicazione al consiglio nella prima seduta successiva alla elezione unitamente alla proposta degli indirizzi generali di governo.	The mayor appoints the members of the council, including the deputy mayor, and informs the council at the first meeting following the election together with the proposal of the general government guidelines.	moena
I prumes documenc scric, che va endò enfin al 1164, lea ite seguramenter Moena a la Diozesa de Trent, ajache en chel an vegn sagrà na gejia a Sen Vile per man del Vescof Adalpreto.	Le prime fonti scritte, che risalgono al 1164, assegnano chiaramente Moena alla diocesi di Trento, venendovi in tale anno consacrata una chiesa a San Vigilio da parte del vescovo Adalpreto.	The earliest written sources, dating back to 1164, clearly assign Moena to the diocese of Trento, as in that year a church was consecrated to San Vigilio by Bishop Adalpreto.	moena
Deliberazions di organs colegiai.	Deliberazioni degli ogani collegiali.	Deliberations of collegiate bodies.	moena
I componenc del Consei di ombolc tol pèrt a la adunanzes del Consei general con facoltà de intervent te la discuscion.	I componenti del Consei di ombolc partecipano alle adunanze del Consei general con facoltà di intervento nel dibattito.	The members of the Consei di ombolc attend the meetings of the Consei General with the right to intervene in the debate.	fascia
Co l'aproazion del Decret Legislatif n 592 del 1993, che porta inant "Normes de atuazion del Statut Spezièl de la Region-Trentin Südtirol che perveit desposizions de defendura de la popolazion ladina, mochena e cimbra de la provinzia de Trent", l ladin l'é doventà ofizialmenter "lengaz aministratif".	Con l'approvazione del Decreto Legislativo n. 592 del 1993, recante "Norme di attuazione dello Statuo Speciale della Regione-Trentino Alto Adige concernenti disposizioni di tutela delle popolazioni ladine, mochene e cimbre della Provincia di Trento", il ladino è ufficialmente divenuto "lingua amministrativa".	With the approval of Legislative Decree No. 592 of 1993, concerning the 'Norme di attuazione dello Statuo Speciale della Regione-Trentino Alto Adige concern disposizioni di tutela delle popolazioni ladine, mochene e cimbre della Provincia di Trento', Ladin officially became an 'administrative language'.	intervento1
L Consei é n organ de goern, de direzion e control politich-aministratif e te chesta funzion l stabelesc la direzions generales de l'aministrazion e del manejament operatif.	Esso è organo di governo, indirizzo e controllo politico-amministrativo e  come tale stabilisce gli indirizzi generali dell'amministrazione e della gestione operativa.	It is the body of government, policy-making and political-administrative control and as such sets the general guidelines for administration and operational management.	moena
Te chisc caji l Consei e la Jonta mantegn sia encèria enscin a la litazion del nef Consei e enscin canche l nef ombolt dèsc jurament.	In tali ipotesi il consiglio e la giunta rimangono in carica fino all'elezione del nuovo consiglio e del nuovo sindaco ed al giuramento dello stesso. 	In such cases, the council and the junta remain in office until a new council and mayor are elected and sworn in. 	moena
L Consei de Comun à regnèda enscin a la litazion del nef Consei; dal moment de la publicazion decret de convocazion di comizies litai, l Consei cogn sorator demò chi ac urjenc e che no pel vegnir sburlé.	Il consiglio comunale dura in carica sino all'elezione del nuovo; dal momento della pubblicazione decreto di convocazione dei comizi elettorali, esso deve limitarsi ad adottare gli atti urgenti ed improrogabili.	The municipal council remains in office until the election of the new one; from the moment of the publication of the decree convening the elections, it must limit itself to adopting urgent and unpostponable acts.	moena
L projet vegn portà dant n jech digitèl e doi librec piens de jeghes e de idees.	Il nostro progetto propone un gioco digitale e due libretti ricchi di giochi e di spunti.	The project is made up of a digital game and two booklets with a wealth of games and ideas.	montipallidi
L boscg e l pra.	Il bosco e il prato.	The woods and meadows.	montipallidi
Paroles dantfora	Presentazione	Presentation	amervolesse
La é ampò desvaliva la situazion canche i raporc coi ofizies vegn metui a jir te na forma scrita o canche la publica aministrazion medema vegn chiamèda a tegnir con de la despojizions de lege giusta dites, che vel dir canche l se trata de meter jù la documentazion publica te doi lengac, talian e ladin.	Ben diversa, purtroppo, è la situazione quando i rapporti con gli uffici vengono intrapresi in forma scritta o quando la pubblica amministrazione stessa è chiamata ad adempiere alle disposizioni di legge sopra richiamate, vale a dire quando si tratta di redigere gli atti pubblici in forma "bilingue".	Quite different, unfortunately, is the situation when dealings with offices are undertaken in writing or when the public administration itself is called upon to comply with the above-mentioned legal provisions, i.e. when public acts have to be drawn up in 'bilingual' form.	intervento1
La tarifes e i paamenc per i servijes publics vegn fac fora, per sòlit, aldò del criterie de corir i cosć de gestion.	Le tariffe ed i corrispettivi per i servizi pubblici sono fissati, di norma, secondo il criterio della tendenziale copertura dei costi di gestione.	Tariffs and fees for public services are normally set according to the criterion of the tendency to cover operating costs.	fascia
Ogne litador pel sotscriver più che na candidatura.	Ciascun elettore può sottoscrivere più candidature.	Each voter may sign more than one nomination.	fascia
L Procurador é l legal raprejentant del Comun general.	Il Procurador è il legale rappresentante del Comun general.	The Procurador is the legal representative of the Comun general.	fascia
Fà pa acort de la cioca da ansera.	Non dire niente della sbornia di ieri sera.	Don't say anything about last night's hangover.	volf1
Abada pa!	Sta' attento!	Pay attention!	volf1
I conseieres ejercitea sia funzions zenza negun leam de mandat, te la totala libertà de pensier e de stima, tegnan cont de la responsablità perveduda da la leges en doura.	I consiglieri esercitano le loro funzioni senza vincolo di mandato, con piena libertà di opinione e di voto, fatte salve le responsabilità previste dalle leggi vigenti.	The councillors exercise their functions without a mandate constraint, with full freedom of opinion and vote, without prejudice to the responsibilities provided for by the laws in force.	moena
Te duc i etres ciampes de competenza comunala.	In tutte le altre materie di competenza comunale.	In all other matters of municipal competence.	moena
Mencia adertura duc i colores!	Mancano anche tutti i colori!	All the colours are missing!	montipallidi
Nominazion de la jonta de comun.	Nomina della giunta comunale.	Appointment of the municipal council.	moena
La Comunità de Fascia strenc raporc de amicizia e defendura con autra istituzions de Fiem (1264) e del Primier (1303), con Remberto, segnor de Fié (1298) e na convenzion coi moenac per passèr da la mont de Falcade (1304).	La Comunità di Fassa stipula patti d'amicizia e mutua difesa con le analoghe istituzioni di Fiemme (1264) e di Primiero (1303), con Remberto, signore di Fiè (1298) e una convenzione con i moenesi per il passaggio verso la mont de Falcade (1304).	The Community of Fassa stipulated pacts of friendship and mutual defence with the similar institutions of Fiemme (1264) and Primiero (1303), with Remberto, lord of Fiè (1298) and an agreement with the people of Moena for the passage to the Mont de Falcade (1304).	fascia
N'autra pèrt del projet (TALES - Tratament Automatich del Lengaz Ladin e Sardo) la é sata envièda via del 1999 da l'Istitut Culturèl Ladin cola colaborazion de l'ITC-IRST de Trent e la mira a enjignèr strumenc informatics de elaborazion linguistica più modergn desche dizionères eletronics, strumenc de comedament automatich e strumenc destiné a didèr l lurier di lessicografes	Un'ulteriore fase del progetto (TALES - Trattamento Automatico della lingua Ladina e Sarda) è stata avviata nel 1999 dall'Istituto Culturale Ladino con la collaborazione dell'ITC-IRST di Trento e mira alla realizzazione di strumenti informatici di elaborazione linguistica più moderni tra cui dizionari elettronici, strumenti di correzione automatica e strumenti destinati ad agevolare il lavoro dei lessicografi.	A further phase of the project (TALES - Trattamento Automatico della lingua Ladina e Sarda) was initiated in 1999 by the Istituto Culturale Ladino with the collaboration of the ITC-IRST of Trento and aims at the realisation of more modern computerised language processing tools, including electronic dictionaries, auto-correction tools and tools to facilitate the work of lexicographers.	intervento1
Met vèrda ai oraries per vegnir de retorn	Attenzione agli orari per il rientro	Attention to return times	comunicato1015
Normes fondamentales.	Norme fondamentali. 	Fundamental rules. 	moena
Lejer adaut.	Leggere ad alta voce.	Read aloud.	volf1
Tel cajo che l conseier più veie no fossa present o no l podessa rejer l'adunanza, l conseier che vegn dò per órden de età se soratol l'encèria.	Qualora il consigliere anziano sia assente od impedito a presiedere l'assemblea, la presidenza è assunta dal consigliere che segue in ordine di età.	Should the senior councillor be absent or prevented from chairing the meeting, the chairmanship shall be assumed by the councillor who follows in order of age.	moena
Sion béleche rué.	Siamo quasi arrivati.	We're almost there.	montipallidi
Aa-gar à pojà na man su la spala del fi e coi eies l ge à entimà de no mever.	Aa-gar appoggiò una mano sulla spalla del figlio e con gli occhi gli intimò di non muoversi.	Aa-gar placed his hand on his son's shoulder and with his eyes urged him not to move.	amervolesse
L'é per duc chi che à cernù, chi che cern e chi che cernarà de la sostegnir che la Neva UAL la é dassen cresciuda.	La Nuova UAL deve la sua crescita a tutti coloro che hanno scelto, che scelgono e che sceglieranno di sostenerla.	The New UAL owes its growth to all those who have chosen, who choose and who will choose to support it.	nevaual1
Se cognea binèr ensema la besties te schiapes per se spostèr, spartir l pèscol, endrezèr ensema la soravèrdia, se defener contra i pericoi, tegnir sù i deric te l'inom de ogneun.	Era naturale riunire i capi in greggi per la transumanza, dividersi equamente i pascoli, organizzare collettivamente la sorveglianza, difendersi insieme contro i pericoli, conservare i diritti in nome di tutti.	It was natural to gather the herds into flocks for transhumance, to divide the pastures equally, to organise surveillance collectively, to defend themselves together against dangers, to preserve rights in the name of all.	fascia
La revijion de chest statut vegn aproèda con lege provinzièla su deliberazion del Consei general co la maoranza di doi terc de di componenc.	La revisione di questo statuto è approvata con legge provinciale su deliberazione adottata dal Consei general con la maggioranza dei due terzi dei suoi componenti.	The revision of this statute is approved by provincial law upon a resolution adopted by the Consei General with a two-thirds majority of its members.	fascia
L Comun recognosc e valorisea l lengaz ladin desche esprescion storich-culturala de la comunanza locala.	Il Comune riconosce e valorizza la lingua ladina come espressione storico-culturale della comunità locale.	The municipality recognises and values the Ladin language as a historical and cultural expression of the local community.	moena
L conseier provinzièl lità aldò de la lege provinzièla dai 5 de mèrz 2003, n. 2 (lege provinzièla de litazion), l tol pèrt a la adunanzes del Consei general con facoltà de intervent te la discuscion.	Il consigliere provinciale eletto ai sensi della legge provinciale 5 marzo 2003, n. 2 (legge elettorale provinciale), partecipa alle adunanze del Consei general con facoltà di intervento nel dibattito.	The provincial councillor elected in accordance with Provincial Law No. 2 of 5 March 2003 (Provincial Electoral Law) takes part in the meetings of the Consei General with the right to speak in the debate.	fascia
L paesaje de la Dolomites l'é n spetacol che no se pel se goder utró.	Il paesaggio delle Dolomiti è unico al mondo.	The Dolomite landscape is unique.	montipallidi
Envers l bosch.	Verso il bosco.	Towards the woods.	montipallidi
Dò n trat l'era endò jit sù ence el sal bivach e l ge aea moscià a Us-ter n pugn de cùgoles neigres: chègoles de stambech.	Dopo un po' era salito anche lui al bivacco e aveva mostrato ad Us-ter una manciata di chicchi  neri: escrementi di stambecco.	After a while he had also climbed to the bivouac and showed Us-ter a handful of black grains: ibex droppings.	amervolesse
L President vegn didà da doi vizepresidenc, un fémena e un om, lité dal Consei general anter si componenc.	Il Presidente è coadiuvato da due vicepresidenti, appartenenti a generi diversi, eletti dal Consei general fra i suoi componenti.	The President is assisted by two Vice-Presidents, of different genders, elected by the Consei General from among its members.	fascia
Segures de nosc benstèr, pea via la campagna de informazion	Sicuri della nostra salute, al via la campagna informativa	Safe in our health, the information campaign kicks off	comunicato1032
