ladin	italian	english	resource
I parezipanc i à podù ence se fèr ite coi neves strumenc informatics de elaborazion linguistica (dizionères eletronics, banches dac on-line, coretores ortografics, e c.i)luré fora te chisc ultimes egn a didament del lurier de traduzion aministrativa.	I partecipanti hanno potuto inoltre familiarizzare con i nuovi strumenti informatici di elaborazione linguistica (dizionari elettronici, banche dati on-line, correttori ortografici, ecc.) predisposti in questi ultimi anni a supporto dell'attività di traduzione.	The participants were also able to familiarise themselves with the new computerised language processing tools (electronic dictionaries, on-line databases, spell-checkers, etc.) developed in recent years to support translation activities.	intervento1
L'é stat ence endrezà n cert numer de conferenzes per jir più ite fon ti argomenc coleé a l'aplicazion del "bilinguism" te la publica aministrazion e te la scola, con referiment particolèr a la esperienza madurèdes te etres paìjes che doura più lengac, te la Tèlia e te l'Europa.	Sono state inoltre organizzate una serie di conferenze per approfondire le tematiche legate alla concreta applicazione del "bilinguismo" nella pubblica amministrazione e nella scuola, con particolare riferimento alle esperienze maturate in altre realtà plurilingui italiane ed europee.	In addition, a series of conferences were organised to explore issues related to the concrete application of 'bilingualism' in public administration and schools, with particular reference to experiences in other Italian and European multilingual realities.	intervento1
L program l'é stat fenì via co na "vijita de studie" a la comunanza svedeisa/finlandeisa de Vaasa te la Finlandia, na esperienza de gran segnificat per la situazion del bilinguism te la publica aministrazion e en ùltima co na vijita ai operatores de n comun de la Val Badia per na verifica e n confront coi sistemes touc tel Südtirol per meter a jir l "trilinguism" (talian-todesch-ladin) te la valèda ladines.	Il programma è stato completato con una "visita di studio" presso la comunità svedese/finlandese di Vaasa (Finlandia), giudicata particolarmente significativa per le esperienze di bilinguismo nella pubblica amministrazione, e con un incontro con gli operatori di un Comune della Val Badia per una verifica ed un confronto con le metodologie adottate in Alto Adige per l'applicazione del "trilinguismo" (italiano-tedesco-ladino) nelle vallate ladine.	The programme was rounded off with a "study visit" to the Swedish/Finnish community of Vaasa (Finland), which was considered particularly significant for experiences of bilingualism in public administration, and a meeting with the operators of a municipality in Val Badia to verify and compare with the methodologies adopted in South Tyrol for the application of "trilingualism" (Italian-German-Ladin) in Ladin valleys.	intervento1
Duc i materièi metui adum endèna chesta ativitèdes (referac de la conferenzes, fac-simile de papieres aministratives e de zerificac, leges, regolamenc e tabeles) i é stac biné ensema te napublicazion.	Tutti i materiali prodotti nel corso degli incontri formativi (atti delle conferenze, fac-simile di atti amministrativi e di certificati, leggi, regolamenti e segnaletica interna) sono stati raccolti successivamente in una specifica pubblicazione.	All materials produced during the training sessions (conference proceedings, facsimiles of administrative acts and certificates, laws, regulations and internal signs) were later collected in a specific publication.	intervento1
N auter program formatif resservà amò n'outa al personèl che laora te la publica aministrazion de Fascia l'é sta metù a jir de setember de chestn an; la ativitèdes jirà inant ence ti meisc che vegn: vegnarà fat, te doi comuns "pilota" na sperimentazion pràtega de la cognoscenzes concostèdes enscin al dì d'anché.	Un ulteriore programma formativo riservato ancora una volta al personale in servizio nelle pubbliche amministrazioni di Fassa è stato attivato lo scorso mese di settembre; le attività proseguiranno anche nei prossimi mesi con l'avvio, in un paio di comuni "pilota", di una fase di sperimentazione "pratica" delle conoscenze acquisite finora.	A further training programme reserved once again for staff working in public administration in Fassa was activated last September; the activities will continue in the coming months with the launch, in a couple of 'pilot' municipalities, of a 'practical' testing phase of the knowledge acquired so far.	intervento1
LENGAZ E NEVA TECNOLOGIES	LINGUA E NUOVE TECNOLOGIE	LANGUAGE AND NEW TECHNOLOGIES	intervento1
Ensema co la ativitèdes de formazion giusta scrites soravìa, a parir dai egn '90 l'é stat scomenzà via na gran operazion de "pianificazion linguistica" belebon produtiva per ge dèr neva vita e neva parbuda e codificazion al ladin dolomitich, metuda a jir a travers projec luré fora da l'Istitut Culurèl Ladin e finanzié da la Union Europèna e da la Region Trentin Südtiol e, ti ultimes egn, ence da la Provinzia Autonoma de Trent e da la Lege 482.	Di pari passo con le attività formative descritte in precedenza, a partire dagli anni '90 si è dato inizio ad una vasta operazione di "pianificazione linguistica" particolarmente produttiva nell'ambito delle rivitalizzazione e della codificazione del ladino dolomitico, realizzata attraverso una serie di progetti elaborati dall'Istituto Culturale Ladino e finanziati dall'Unione Europea e dalla Regione Trentino-Südtirol e, negli ultimi anni, anche dalla Provincia Autonoma di Trento e dalla Legge 482.	Hand in hand with the training activities described above, since the 1990s a vast operation of 'linguistic planning' has been initiated that is particularly productive in the revitalisation and codification of Dolomite Ladin, implemented through a series of projects elaborated by the Ladin Cultural Institute and financed by the European Union and the Trentino-Südtirol Region and, in recent years, also by the Autonomous Province of Trento and Law 482.	intervento1
L projet più ambizious à tacà man del 1994. L'era l projet interladin Spell (Servisc de planificazion y elaborazion dl lengaz ladin), sostegnù al datempruma da la Union Generèla di Ladins dla Dolomites e da l'Istitut Culturèl Ladin de Fascia a chi che del 1996 se à jontà apede l'Istitut CulturèlLadin "Micurà de Rü" de Gherdena e Badia e l'Istitut Pedagogich Ladin de Busan.	Il progetto più ambizioso ha avuto inizio nel 1994 con l'ideazione del progetto interladino SPELL (Servisc de planificazion y elaborazion dl lengaz ladin), sostenuto inizialmente dall'Union Generèla di Ladins dla Dolomites e dall'Istituto Culturale Ladino di Fassa ai quali nel 1996 si sono aggregati l'Istituto Culturale Ladino "Micurà de Rü" di Gardena e Badia e l'Istituto Pedagogico Ladino di Bolzano.	The most ambitious project began in 1994 with the conception of the inter-Ladin project SPELL (Servisc de planificazion y elaborazion dl lengaz ladin), initially supported by the Union Generèla di Ladins dla Dolomites and the Ladin Cultural Institute of Fassa, which were joined in 1996 by the Ladin Cultural Institute 'Micurà de Rü' of Gardena and Badia and the Ladin Pedagogical Institute of Bolzano.	intervento1
I obietives prinzipèi del projet vedea la codificazion organica e coordenèda di idiomes scric, la elaboazion de n lengaz standar da durèr tel scrit, la modernisazion e l smaorament del dizionèr e la definizion de modìe sintatics de orientament.	Gli obiettivi principali del progetto riguardano la codificazione organica e coordinata delle varietà scritte, l'elaborazione di una lingua standard di uso scritto, la modernizzazione e l'ampliamento del vocabolario e la definizione di modelli sintattici di orientamento.	The main objectives of the project concern the organic and coordinated codification of written varieties, the development of a standard language for written use, the modernisation and expansion of vocabulary and the definition of syntactic orientation models.	intervento1
I obietives metui dan se à concretisà te la informazion sistematica de l'arpejon lessical ladin e te la publicazion de la Gramatia dl Ladin Standard (2001) e del Dizionar dl Ladin Standard (2002).	Le finalità prefissate si sono concretizzate nell'informatizzazione sistematica del patrimonio lessicale ladino e nella pubblicazione della Gramatica dl Ladin Standard (2001) e del Dizionar dl Ladin Standard (2002).	The set goals were realised in the systematic computerisation of the Ladin lexical heritage and the publication of the Gramatica dl Ladin Standard (2001) and the Dizionar dl Ladin Standard (2002).	intervento1
N'autra pèrt del projet (TALES - Tratament Automatich del Lengaz Ladin e Sardo) la é sata envièda via del 1999 da l'Istitut Culturèl Ladin cola colaborazion de l'ITC-IRST de Trent e la mira a enjignèr strumenc informatics de elaborazion linguistica più modergn desche dizionères eletronics, strumenc de comedament automatich e strumenc destiné a didèr l lurier di lessicografes	Un'ulteriore fase del progetto (TALES - Trattamento Automatico della lingua Ladina e Sarda) è stata avviata nel 1999 dall'Istituto Culturale Ladino con la collaborazione dell'ITC-IRST di Trento e mira alla realizzazione di strumenti informatici di elaborazione linguistica più moderni tra cui dizionari elettronici, strumenti di correzione automatica e strumenti destinati ad agevolare il lavoro dei lessicografi.	A further phase of the project (TALES - Trattamento Automatico della lingua Ladina e Sarda) was initiated in 1999 by the Istituto Culturale Ladino with the collaboration of the ITC-IRST of Trento and aims at the realisation of more modern computerised language processing tools, including electronic dictionaries, auto-correction tools and tools to facilitate the work of lexicographers.	intervento1
N prum éjit de chest vers l'é vegnù fora co la verscion eletronica del DILF (Dizionèr talian ladin-fascian) a la leta sun CD-ROM e "on line".	Un primo prodotto in questa direzione è stato ottenuto con la versione elettronica del DILF (Dizionario italiano ladino-fassano) disponibile su CD-ROM e "on line".	A first product in this direction was the electronic version of the DILF (Dizionario italiano ladino-fassano - Italian Ladin-Fasian Dictionary) available on CD-ROM and 'online'.	intervento1
Te l'àmbit de chest projet l'é stat ence fat n coretor ortografich del ladin fascian e del 2003 ge é stat metù apede la verscion per l ladin standard.	Nell'ambito di questo progetto è stato inoltre realizzato il correttore ortografico del ladino fassano a cui nel 2003 si è affiancata la versione per il ladino standard.	As part of this project, a spell-checker for Fassa Ladin was also created, which was joined by a version for standard Ladin in 2003.	intervento1
Con chisc doi strumenc se perveit de poder comedèr fora i fai de scritura, de ortografia e de morfologia endèna che chi scrif n test, opura te n secont moment, de poder ge jir sora a n test jà scrit.	Le funzionalità previste da questi due strumenti prevedono la correzione di errori di digitazione, di ortografia e di morfologia direttamente durante la redazione di un testo, oppure in un secondo momento, sottoponendo a verifica un testo già scritto.	The functionalities provided by these two tools include the correction of typing, spelling and morphology errors directly during the drafting of a text, or at a later stage by checking a text that has already been written.	intervento1
L projet TERM-LES (Standardisazion lessicala e terminologia per l lengaz ladin e l sardo), metù en esser via per i egn 2000-2002, l'é out enveze a la elaborazion de terminologìa moderna per ladin standard, regoeta e lurèrda fora te banca tematiches aposta.	Il progetto TERM-LES (Standardizzazione lessicale e terminologia per le lingue ladina e sarda), attuato nel corso degli anni 2000-2002, è volto invece alla elaborazione di terminologia moderna in ladino standard sviluppata in apposte banche tematiche.	On the other hand, the TERM-LES (Standardisation of Lexicon and Terminology for the Ladin and Sardinian Languages) project, implemented during the years 2000-2002, is aimed at the elaboration of modern terminology in standard Ladin developed in special subject banks.	intervento1
I intervenc se conzentra sul smaorament del dizionèr co la codificazion di neologismes e l svilup de la terminologìade setor.	Le aree di intervento individuate riguardano l'incremento del vocabolario mediante la codificazione di neologismi e lo sviluppo della terminologia settoriale.	The areas of intervention identified concern the increase of vocabulary through the codification of neologisms and the development of sectoral terminology.	intervento1
L'é stat fat enscin al dì d'anché glossères per l'aministrazion, l'ambient, l'architetura e l frabichèr, la botanica, la musega, la medejina e la pedagogia per n total desche 15.000 paroles.	Sono stati realizzati a tutt'oggi glossari relativi ad amministrazione, ambiente, architettura e costruzioni, botanica, musica, medicina e pedagogia per un totale di circa 15.000 termini.	To date, glossaries covering administration, environment, architecture and construction, botany, music, medicine and pedagogy have been produced with a total of about 15,000 terms.	intervento1
Col sostegn del Comprenjorie che se emprevèl di fondi de la Lege 482 l medemo Istitut Culturèl Ladin à envià via del 2003 l projet VOLF (Vocabolèr Ladin Fascian) che se met dant chisc obietives prinzipèi: - meter a una n arpejon lessical ladin fascian; - meter en relazion i idiomes locai per didèr a icognoscer duc; - smaorèr i dizionères che l'é jà co la oujes documentèdes ti veies scric dai prumes de l'800 enscin ai egn '70.	Col sostegno del Comprensorio attraverso i fondi della Legge 482 lo stesso Istituto Culturale Ladino ha avviato nel 2003 il progetto VOLF (Vocabolèr Ladin Fascian) che si prefigge questi obiettivi principali: - offrire una visione unitaria del patrimonio lessicale ladino fassano; - mettere in relazione le varietà locali per favorirne la reciproca conoscenza; - integrare i vocabolari esistenti con le voci documentate da fonti scritte dal primo '800 fino agli anni '70.	With the support of the district through the funds of Law 482, the Ladin Cultural Institute launched the VOLF (Vocabolèr Ladin Fascian) project in 2003, which has these main objectives - to offer a unitary vision of the Ladin Fascian lexical heritage; - to relate the local varieties in order to promote mutual knowledge; - to integrate the existing vocabularies with the entries documented in written sources from the early 19th century up to the 1970s.	intervento1
LA SITUAZION DAL DÌ D'ANCHÉ	LA SITUAZIONE ATTUALE	THE CURRENT SITUATION	intervento1
La esperienza madurèda enscin ades l'à metù al luster na certa stentache no à permeù de metera jir deldut, da enlouta enca, l "bilinguism" te Valde Fascia.	L'esperienza fin qui maturata ha evidenziato alcuni elementi di difficoltà che non hanno finora permesso la piena attuazione del "bilinguismo" in Val di Fassa.	The experience to date has revealed some elements of difficulty that have so far prevented the full implementation of 'bilingualism' in the Fassa Valley.	intervento1
Soraldut l'atività istituzionèla che ogne ent cogn portèr inant no ge consent al personèl che laora te l'aministrazion de poder se dedichèr, se no perpech temp, a la traduzion de la documentazion per ladin. No se pel nience pissèr per rejons biot finanzièles, che ogne ent tole sù a lurèr un o più "tradutores" che se cruzie demò de chest dover de tradizion	In particolare, l'attività istituzionale che ogni ente è tenuto prioritariamente a svolgere non consente al personale in servizio di dedicarsi, se non in minima parte, alla traduzione degli atti; né è al momento ipotizzabile, per comprensibili ragioni finanziarie, che ogni ente assuma uno o più "traduttori" che si occupino esclusivamente di tale compito.	In particular, the institutional activity that each entity is primarily required to perform does not allow the staff in service to devote themselves, if only to a small extent, to the translation of documents; nor is it currently conceivable, for understandable financial reasons, for each entity to hire one or more 'translators' to deal exclusively with this task.	intervento1
Ge vel dir che se l'atività de formazion portèda inant enscin ades l'à permetù de "alfabetisèr" n bon numer de persones (passa 900 i partezipanc ai corsc e più che 580 i atestac de cognoscenza del lengaz ladin de I° e de II° livel dac fora da laComiscion d'ejam dal 1996 al 2005), demò na picola pèrt de chesta jent laora ti enc publics de Fascia: aldò de zifres no ofizièles, su sche 300 dependenc de ruolo, laora 111 col zertificat de ladin de I° livel che à fat l'ejam de ladin a ousc e 66 col zertificat de ladin de II° livel, che à fat l'ejam scrit e che donca i fossa bogn de scriver per ladin.	Va infatti precisato che se l'attività di formazione fin qui svolta ha permesso di "alfabetizzare" un buon numero di individui (oltre 900 i partecipanti ai corsi e più di 580 gli attestati di conoscenza della lingua ladina di I° e II° livello rilasciati dall'apposita Commissione dal 1996 al 2005), solamente una minima parte di questi presta attualmente servizio negli enti pubblici di Fassa: secondo dati ufficiosi, su un totale di quasi 300 dipendenti di ruolo, risultano attualmente in servizio 111 "diplomati" di I° livello con esame orale e 66 "diplomati" di II° livello, abilitati perciò anche all'uso del ladino scritto.	In fact, it should be pointed out that although the training activity carried out so far has allowed a good number of individuals to be 'literate' (over 900 participants in the courses and more than 580 certificates of knowledge of the Ladin language at 1st and 2nd level issued by the appropriate Commission from 1996 to 2005), only a small part of these currently work in the public bodies of Fassa: according to unofficial data, out of a total of almost 300 permanent employees, 111 1st level "diplomats" with an oral exam and 66 2nd level "diplomats", who are therefore also qualified to use written Ladin, are currently in service.	intervento1
Dapò dò, la mencianza de personèl e la cèria de lurier no deida segur l personèl di enc publics de Fascia e nience si aministradoresa se tor sù amòl lurier leà a l'atuazion del "bilinguism"; resta ence amò da fèr fora la costion del "contrat" che per ades no perveit na sor de "indenità de bilinguism" perveduda enveze per i dependenc publics de la Provinzia Autonoma de Busan.	In secondo luogo, la carenza degli organici e i conseguenti sovraccarichi di lavoro non incoraggiano sicuramente né il personale degli enti pubblici di Fassa né i loro amministratori a farsi carico degli adempimenti legati all'attuazione del "bilinguismo"; rimane inoltre da sciogliere un nodo "contrattuale", legato all'attribuzione dell' "indennità di bilinguismo" prevista invece per i dipendenti pubblici della vicina Provincia Autonoma di Bolzano.	Secondly, staff shortages and the resulting work overloads certainly do not encourage either the staff of the public bodies of Fassa or their administrators to take on the tasks related to the implementation of 'bilingualism'; furthermore, a 'contractual' knot remains to be unravelled, linked to the allocation of the 'bilingualism allowance' provided instead for public employees of the neighbouring Autonomous Province of Bolzano.	intervento1
Poza, ai 20 de november del 2005.	Pozza di Fassa, 20 novembre 2005	Pozza di Fassa, 20 November 2005	intervento1
Comun de Moena.	Comune di Moena.	Municipality of Moena.	moena
Provinzia de Trent.	Provincia di Trento.	Province of Trento.	moena
Statut.	Statuto.	Statute.	moena
Enjontà a la deliberazion del Consei.	Approvato con deliberazione consiliare.	Approved by council resolution.	moena
Preàmbol storich.	Preambolo storico.	Historical preamble.	moena
L teritorie del Comun de Moena é metù storicamenter sui térmegn anter la valèdes de Fiem e de Fascia; chesta pojizion à abù gran peis tel prozess che à formà l carater e la natura de la comunanza aló enciasèda.	Il territorio del Comune di Moena si colloca storicamente nel punto di congiunzione tra le Valli di Fiemme e di Fassa, e tale collocazione ha contribuito a plasmare il carattere e la natura della comunità in esso insediata.	The territory of the Municipality of Moena is historically located at the junction between the Fiemme and Fassa Valleys, and this location has contributed to shaping the character and nature of the community settled in it.	moena
L veie inom del paìsc, "Moyena", ne reporta a n sit da paluf, e la tradizion - recordèda tel blason de l'Otcent - rejona ence chela de n lèch che anticamenter corìa l fon de la val, dant da vegnir sià sù.	L'antico nome del paese, "Moyena", rinvia ad un luogo paludoso, e la tradizione, fissata nello stemma ottocentesco, vuole il fondovalle prosciugato da un antico bacino lacustre.	The ancient name of the village, 'Moyena', refers to a marshy place, and tradition, fixed in the 19th century coat of arms, has it that the valley floor was drained by an ancient lake basin.	moena
Descheche se lec ti documenc, al paìsc entriech g'é stat dat l'inom che al scomenz ge pervegnìa demò a un di prumes ensediamenc, vegnù sù sui ores de chi coi anter la Veisc e l Ruf de Costalongia che amò anchecondì à inom Moene.	Come risulta dai documenti, il nome passò ad indicare l'intero paese dopo aver contraddistinto uno dei suoi primi nuclei, situato sulla destra idrografica dell'Avisio, a monte della sua confluenza con il Rio di Costalunga, anche oggi chiamato Moene.	As records show, the name came to indicate the entire village after it marked one of its first nuclei, located on the hydrographic right of the Avisio, upstream of its confluence with the Rio di Costalunga, also called Moene today.	moena
I etres ensediamenc storics é slarié fora da na man e da l'autra de la Veisc: a cencia troon Pecé, Someda, Ischiacia, Turchìa (zacan "Contrada de la Brida"); a dreta Ciajeole, Somariva, Sort e più fora de man Penìa con japede l mèsc de Val e più a sera Medil.	Gli altri agglomerati "storici" sono distribuiti tra le due sponde del torrente: a sinistra Pecé, Someda, Ischiacia, Turchìa (storicamente "Contrada della Brida"); a destra Ciajeòle, Somariva, Sort e la più discosta Penia con il sottostante maso di Val e più a sera Medil.	The other 'historical' agglomerations are distributed between the two banks of the torrent: on the left, Pecé, Someda, Ischiacia, Turchìa (historically 'Contrada della Brida'); on the right, Ciajeòle, Somariva, Sort and the more distant Penia with the underlying maso di Val and, further on, Medil.	moena
Del 1928 ence L Forn, stat per sécoi na comunanza autonoma, é vegnù tout ite tel raion aministratif de Moena.	Nel 1928 anche l'abitato di Forno venne incluso nel territorio moenese, dopo aver costituito per secoli una comunità autonoma.	In 1928, the village of Forno was also included in the Moenese territory, after having been an autonomous community for centuries.	moena
No se pél dir con segureza se te chest teritorie sie stat jent stàbola jà te la preistoria, dant che rue i Romans e l Cristianeisem.	Non si può dire con certezza se il territorio sia stato stabilmente abitato o meno nella preistoria, cioè prima della venuta dei Romani e prima del Cristianesimo.	It cannot be said with certainty whether or not the territory was permanently inhabited in prehistoric times, i.e. before the coming of the Romans and before Christianity.	moena
Reperc che va endò enscin al Mesolitich (zirca 8000 egn Inant Crist) troé ultimamenter chiò e ló desmostra aboncont la presenza de l'om a na uteza conscidrèda enscin acà pec egn empossìbola, desche i jouves de Sèn Pelegrin e de Lujia.	Recenti rinvenimenti sporadici che risalgono al Mesolitico (circa 8000 anni a.C.) documentano però una frequentazione a quote che ancora pochi decenni fa venivano ritenute inaccessibili, come i valichi di San Pellegrino e di Lusia.	Recent sporadic findings dating back to the Mesolithic period (around 8000 years B.C.), however, document frequentation at altitudes that even a few decades ago were considered inaccessible, such as the San Pellegrino and Lusia passes.	moena
La descuerta de "ciaslires retics" te lesc vejins de Fiem e Fascia ne porta a tegnir per bon che sie stat ensediamenc de la medema sort te la Seconda Età del Fer (V-IV centené i.C.), ence sui ores auc enlongia l fon de la val empaludà.	L'individuazione di "castellieri retici" nelle contigue aree di Fiemme e di Fassa, porta inoltre a ritenere plausibili analoghi insediamenti della Seconda Età del Ferro (V-IV sec. a.C.) sulle alture prospicienti il fondale acquitrinoso.	The identification of 'Rhaetian castellieri' in the neighbouring Fiemme and Fassa areas also leads to the conclusion that similar settlements from the Second Iron Age (5th-4th centuries B.C.) on the heights facing the marshy seabed are plausible.	moena
Ti secoi dò la "vera retica" (15 i.C.) l teritorie de Moena ge va dò al medemo destin del raion de l'Àdesc e de la Dolomites che rua sot al possess de l'Impèr Roman, da olache pea via chela particolèra formazion linguistica dita reto-romana o ladina.	Nei secoli successivi alla "guerra retica" (15 a.C.) il territorio di Moena partecipa delle vicende che vedono l'inserimento dell'area atesina e dolomitica nell'orbita dell'Impero Romano, da cui ha origine la formazione dell'entità linguistica reto-romana o ladina.	In the centuries following the 'Rhaetian War' (15 B.C.), the Moena territory took part in the events that saw the inclusion of the Atesine and Dolomite areas in the orbit of the Roman Empire, which led to the formation of the Rhaeto-Roman or Ladin linguistic entity.	moena
Chisc trac carateristics ciapa pé mascimamenter ti secoi VI-VIII dò la spenta di miscionères cristiegn vegnui dal Patriarcat de Aglaia, al temp di Longobarc e di Francs.	Questi tratti caratteristici si consolidano nei secoli VI-VIII grazie agli apporti degli evangelizzatori provenienti da Aquileia durante i regni dei Longobardi e dei Franchi.	These characteristic features were consolidated in the 6th-8th centuries thanks to the contributions of evangelisers from Aquileia during the reigns of the Lombards and Franks.	moena
Se jèga che la fondazion de la Pieives, zenter de l'organisazion religiousa e zivila de la comunitèdes alpines, sie entravegnuda al temp di Carolinges.	All'epoca carolingia viene fatta risalire la fondazione delle Pievi, fulcro dell'organizzazione ecclesiastica e civile delle comunità locali.	The foundation of the parish churches, fulcrum of the ecclesiastical and civil organisation of the local communities, dates back to the Carolingian period.	moena
Neguna documentazion direta desmostra che n'outa Moena abie partegnù a la Pieif de Fascia, che dependea da la Diozesa de Persenon; chest tant vegn però sostegnù da studié pervia de la vejinanza geografica e di carateres linguistics e culturai che lea apontin Moena co la jent de chel raion.	La primitiva appartenenza di Moena alla Pieve di San Giovanni di Fassa, dipendente dalla Diocesi di Bressanone, non è suffragata da documentazione diretta, ma viene da taluni studiosi desunta dalla contiguità geografica e dalla comunanza dei tratti culturali e linguistici con le popolazioni di quell'area.	The primitive belonging of Moena to the Pieve di San Giovanni di Fassa, dependent on the Diocese of Bressanone, is not supported by direct documentation, but is inferred by some scholars from the geographical contiguity and the commonality of cultural and linguistic traits with the populations of that area.	moena
I prumes documenc scric, che va endò enfin al 1164, lea ite seguramenter Moena a la Diozesa de Trent, ajache en chel an vegn sagrà na gejia a Sen Vile per man del Vescof Adalpreto.	Le prime fonti scritte, che risalgono al 1164, assegnano chiaramente Moena alla diocesi di Trento, venendovi in tale anno consacrata una chiesa a San Vigilio da parte del vescovo Adalpreto.	The earliest written sources, dating back to 1164, clearly assign Moena to the diocese of Trento, as in that year a church was consecrated to San Vigilio by Bishop Adalpreto.	moena
Perauter fin dal 1027 l'imperador Corrado II "il Salico" aea dat sù l'investidura del poder temporal ai vescoves de Trent e de Persenon.	Già dal 1027, frattanto, l'Imperatore Corrado II il Salico aveva investito i vescovi di Trento e di Bressanone del potere temporale.	By 1027, meanwhile, Emperor Conrad II the Salian had invested the bishops of Trento and Brixen with temporal power.	moena
Vèlcun te anter i storiografes jèga che, per fac sozedui dò, fossa stat n mudament de confin anter i doi Prinzipac giusta sul tegnir de Moena.	Taluni storiografi avanzano l'ipotesi che in successive circostanze si sia verificato un cambiamento di confini tra i due Principati in corrispondenza dell'abitato di Moena.	Some historiographers put forward the hypothesis that a change of boundaries between the two Principalities took place in the area of Moena at a later date.	moena
N'outa passèda sot la giurisdizion de la Pieif de Ciavaleis, dalonc ot ores de viac a pe, la comunanza aessa domanà e otegnù dachelanvìa l'autorisazion a se fèr sù na gejia per sé.	A causa del passaggio alla giurisdizione della Pieve di Cavalese, distante parecchie ore di cammino, la località avrebbe richiesto ed ottenuto l'erezione di una propria chiesa.	Due to the passage to the jurisdiction of the Pieve di Cavalese, several hours' walk away, the locality would have requested and obtained the erection of its own church.	moena
A la valiva moda, da chel che se lec ti "Patti Ghebardini" se n dijessa che Moena no era ite enfin dal scomenz te la Comunità de Fiem, no segur dant dal 1234.	Analogamente dalla lettura dei Patti Gebardini sembra che Moena non risulti ab origine inserita nella Comunità di Fiemme, se non a partire dal 1234.	Similarly, from a reading of the Gebardini Pacts, it appears that Moena was not originally included in the Community of Fiemme until 1234.	moena
Amò del 1304 i rapresentanc de Moena, al moment de sotescriver na convenzion co la Comunità de Fascia, fèsc per sé enstesc.	Ancora nel 1304 i rappresentanti moenesi, sottoscrivendo una convenzione con la Comunità di Fassa, agiscono autonomamente.	Still in 1304, the Moenese representatives, by signing a convention with the Community of Fassa, acted independently.	moena
Demò co la restruturazion di "cartieres" del 1315 Moena se la veit oramai del dut leèda ite co la Comunità de Fiem.	Soltanto con la ristrutturazione dei Quartieri del 1315 Moena appare interamente inserita nell'ambito della Comunità di Fiemme.	It was only with the restructuring of the Quartieri in 1315 that Moena appeared entirely within the sphere of the Community of Fiemme.	moena
Etres elemenc desmostra che l paìsc mantegnìa na pojizion particolèra tel contest de la Comunità.	Altri elementi confermano la particolare posizione occupata dal paese nel contesto comunitario.	Other elements confirm the country's special position in the EU context.	moena
Moena é sobitamenter Capo-cartier e l'à l derit de pruma ousc te la radunanzes de Comun; sun sia piaza vegn tegnù i "Plàzic", desche a Ciavaleis; si Regolegn pel portèr dant n auter candidat cò la terna de inomes per la litazion del Scarie, se chest no ge jissa a scusa.	Moena è subito Capo quartiere e si riserva la prima voce nelle adunanze comunali; nella sua piazza si tengono i Placiti, così come a Cavalese; i suoi Regolani possono proporre un altro candidato qualora la terna per l'elezione dello Scario non risulti di loro gradimento.	Moena is immediately head of the district and reserves the first voice in municipal meetings; Placiti are held in its square, as they are in Cavalese; its Regolani can propose another candidate if the trio for the election of the Scario is not to their liking.	moena
Amò per de autra particolaritèdes Moena se tol fora tel ciamp religious e zivil.	Altre peculiarità la contraddistinguono in ambito religioso e civile.	Other peculiarities distinguish it in the religious and civil spheres.	moena
Del 1334 l Vicare spiritual de Trent, béleche segur per sotlineèr na desferenza linguistica, defenìa la jent de Moena "distincta a plebe flemarum".	Nel 1334 il vicario spirituale di Trento, quasi certamente a sottolineare la diversità linguistica, definiva la gente di Moena, "distincta a plebe flemarum".	In 1334, the spiritual vicar of Trento, almost certainly underlining the linguistic diversity, described the people of Moena as 'distincta a plebe flemarum'.	moena
N fat de gran emportanza per la storia de Moena l'é la fondazion de l'Ospizio de Sèn Pelegrin, stata del 1358.	Un fatto significativo per la storia di Moena è costituito dalla fondazione dell' "ospizio" di San Pellegrino avvenuta nel 1358.	A significant fact in the history of Moena is the foundation of the San Pellegrino 'hospice' in 1358.	moena
En chel an i "frati bianchi" de l'órden de Sèn Pelegrin te la Èlpes Apuanes à abù da la regola de Moena n toch de seadic e de bosch su la mont de Aloch, ades pas de S. Pelegrin, per fèr sù n ospizio col fin de ge dèr alberch ai viajadores che aessa abù da passèr la mont.	In quest'anno i "frati bianchi" di San Pellegrino nelle Alpi Apuane ottennero dalla regola di Moena "un pezzo di terreno prativo e boschivo nella zona di Alloch", ora passo di San Pellegrino, per costruirvi un ospizio allo scopo di accogliervi i viandanti che dovevano attraversare il passo.	In this year, the 'white friars' of San Pellegrino in the Apuan Alps obtained from the rule of Moena 'a piece of meadow and woodland in the Alloch area', now the San Pellegrino Pass, to build a hospice to welcome travellers who had to cross the pass.	moena
L'Ospizio é stat dat deretorn più tèrt a la regola de Moena che lo rejea tres n fitadin per tradizion dit "Prior".	L'ospizio tornò più tardi alla regola di Moena che lo amministrava tramite un affittuario tradizionalmente detto "priore".	The hospice later returned to the rule of Moena, which administered it through a tenant traditionally known as 'prior'.	moena
Per centenées la comunanza de Moena à podù se manejèr co na certa autonomìa sia ressorses, che vegnìa cà per na gran pèrt dal possess comunitèr de gregn bosc' e pèscoi, e dal lurier de bachegn e artejegn.	Per secoli la comunità di Moena poté gestire in relativa autonomia le proprie risorse, fondate in gran parte sul possesso comune di vaste aree boschive e pascolive, e sull'attività di agricoltori e artigiani.	For centuries, the community of Moena was able to manage its resources in relative autonomy, based largely on the common ownership of vast areas of woodland and pastureland, and on the activities of farmers and artisans.	moena
